ONET_SOC_CODE,Title,education_required_level_ranked,education_importance_ranked,education_required_quantity_ranked,education_category_10_required_level_value,education_category_10_required_quantity_value,education_category_11_required_level_value,education_category_11_required_quantity_value,education_category_12_required_level_value,education_category_12_required_quantity_value,education_category_1_required_level_value,education_category_1_required_quantity_value,education_category_2_required_level_value,education_category_2_required_quantity_value,education_category_3_required_level_value,education_category_3_required_quantity_value,education_category_4_required_level_value,education_category_4_required_quantity_value,education_category_5_required_level_value,education_category_5_required_quantity_value,education_category_6_required_level_value,education_category_6_required_quantity_value,education_category_7_required_level_value,education_category_7_required_quantity_value,education_category_8_required_level_value,education_category_8_required_quantity_value,education_category_9_required_level_value,education_category_9_required_quantity_value
37-2021.00,Pest Control Workers,,,category_2|category_3|category_5|category_1|category_4,,0.0,,0.0,,0.0,,0.0,,85.3,,14.25,,0.0,,0.44,,0.0,,0.0,,0.0,,0.0
37-3011.00,Landscaping and Groundskeeping Workers,,,category_1|category_2|category_3|category_4|category_6,,0.0,,0.0,,0.0,,58.5,,35.4,,5.01,,1.05,,0.0,,0.04,,0.0,,0.0,,0.0
37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",,,category_2|category_3|category_4|category_1|category_5,,0.0,,0.0,,0.0,,1.45,,82.55,,13.19,,1.83,,0.99,,0.0,,0.0,,0.0,,0.0
37-3013.00,Tree Trimmers and Pruners,category_1|category_2|category_4|category_3|category_5,,,0.0,,0.0,,0.0,,56.81,,37.13,,2.23,,3.83,,0.0,,0.0,,0.0,,0.0,,0.0,
39-1013.00,First-Line Supervisors of Gambling Services Workers,category_2|category_4|category_3|category_5|category_6,,,0.0,,0.0,,0.0,,6.09,,47.7,,11.93,,17.22,,10.6,,6.45,,0.0,,0.0,,0.0,
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",,,category_2|category_6|category_5|category_4|category_3,,0.0,,0.0,,0.0,,0.0,,38.74,,1.62,,11.04,,19.48,,29.13,,0.0,,0.0,,0.0
39-1022.00,First-Line Supervisors of Personal Service Workers,category_5|category_4|category_2|category_6|category_1,,,0.0,,0.0,,0.0,,3.02,,14.93,,0.0,,23.89,,47.77,,7.54,,0.0,,2.85,,0.0,
39-2011.00,Animal Trainers,category_2|category_1|category_4|category_3|category_5,,,0.0,,0.0,,0.0,,22.64,,44.38,,7.85,,16.56,,6.82,,1.75,,0.0,,0.0,,0.0,
39-2021.00,Animal Caretakers,category_2|category_5|category_6|category_1|category_3,,,0.0,,0.0,,0.0,,9.5,,63.55,,0.0,,0.0,,13.58,,13.37,,0.0,,0.0,,0.0,
39-3011.00,Gambling Dealers,category_2|category_1|category_4|category_3|category_5,,,0.0,,0.0,,0.0,,15.26,,69.02,,4.82,,6.14,,4.76,,0.0,,0.0,,0.0,,0.0,
39-3012.00,Gambling and Sports Book Writers and Runners,category_2|category_4|category_5|category_3|category_1,,,0.0,,0.0,,0.0,,1.63,,87.07,,1.98,,6.58,,2.75,,0.0,,0.0,,0.0,,0.0,
39-3021.00,Motion Picture Projectionists,category_2|category_1|category_6|category_4|category_3,,,0.0,,0.0,,0.0,,19.85,,61.11,,0.0,,8.94,,0.0,,10.09,,0.0,,0.0,,0.0,
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",,,category_1|category_2|category_3|category_6|category_4,,0.0,,0.0,,0.0,,53.0,,37.08,,7.2,,0.0,,0.0,,2.72,,0.0,,0.0,,0.0
39-3091.00,Amusement and Recreation Attendants,category_1|category_2|category_5|category_6|category_3,,,0.0,,0.0,,0.0,,64.17,,31.89,,0.0,,0.0,,2.51,,1.43,,0.0,,0.0,,0.0,
39-3092.00,Costume Attendants,category_2|category_6|category_4|category_1|category_3,,,0.0,,0.0,,0.0,,10.39,,32.24,,7.52,,14.85,,3.86,,29.6,,0.0,,1.54,,0.0,
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",category_2|category_1|category_11|category_5|category_4,,,0.0,,10.78,,0.0,,20.02,,64.15,,0.0,,1.43,,3.63,,0.0,,0.0,,0.0,,0.0,
39-4011.00,Embalmers,category_5|category_6|category_1|category_2|category_3,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,86.37,,13.63,,0.0,,0.0,,0.0,
39-4021.00,Funeral Attendants,category_2|category_5|category_4|category_6|category_1,,,1.73,,0.0,,0.0,,6.82,,47.04,,0.0,,12.63,,22.48,,9.29,,0.0,,0.0,,0.0,
39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",category_5|category_2|category_6|category_4|category_1,,,0.0,,0.0,,0.0,,0.0,,15.28,,0.0,,0.25,,73.23,,11.24,,0.0,,0.0,,0.0,
39-5011.00,Barbers,,,category_2|category_3|category_1|category_4|category_5,,0.0,,0.0,,0.0,,12.12,,45.45,,39.39,,3.03,,0.0,,0.0,,0.0,,0.0,,0.0
39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",,,category_3|category_2|category_4|category_1|category_5,,0.0,,0.0,,0.0,,2.71,,16.57,,67.95,,12.77,,0.0,,0.0,,0.0,,0.0,,0.0
39-5091.00,"Makeup Artists, Theatrical and Performance",category_2|category_3|category_1|category_4|category_6,,,4.76,,0.0,,0.0,,9.52,,33.33,,28.57,,9.52,,4.76,,9.52,,0.0,,0.0,,0.0,
39-5092.00,Manicurists and Pedicurists,category_2|category_1|category_3|category_4|category_5,,,0.0,,0.0,,0.0,,35.8,,49.16,,14.77,,0.27,,0.0,,0.0,,0.0,,0.0,,0.0,
39-5093.00,Shampooers,category_3|category_2|category_1|category_4|category_5,,,0.0,,0.0,,0.0,,13.05,,18.35,,67.55,,1.05,,0.0,,0.0,,0.0,,0.0,,0.0,
39-5094.00,Skincare Specialists,category_2|category_3|category_8|category_4|category_12,,,0.0,,0.0,,2.65,,0.0,,39.15,,30.24,,8.76,,0.0,,0.0,,0.0,,19.21,,0.0,
39-6011.00,Baggage Porters and Bellhops,category_1|category_2|category_4|category_3|category_5,,,0.0,,0.0,,0.0,,41.75,,41.28,,7.51,,9.47,,0.0,,0.0,,0.0,,0.0,,0.0,
39-6012.00,Concierges,category_2|category_4|category_3|category_6|category_1,,,0.0,,0.0,,0.0,,4.55,,45.45,,9.09,,27.27,,4.55,,9.09,,0.0,,0.0,,0.0,
39-7011.00,Tour Guides and Escorts,category_5|category_6|category_2|category_3|category_1,,,0.0,,0.0,,0.0,,4.08,,21.82,,7.74,,1.52,,30.96,,30.03,,1.71,,2.14,,0.0,
39-7012.00,Travel Guides,category_2|category_4|category_1|category_3|category_6,,,0.0,,0.0,,0.0,,17.65,,45.84,,8.77,,21.25,,0.78,,5.7,,0.0,,0.0,,0.0,
39-9011.00,Childcare Workers,category_2|category_5|category_1|category_4|category_6,,,0.0,,0.0,,0.0,,14.28,,38.54,,5.59,,10.17,,22.71,,8.71,,0.0,,0.0,,0.0,
39-9011.01,Nannies,category_2|category_4|category_3|category_5|category_1,,,0.0,,0.0,,0.0,,4.0,,60.0,,8.0,,16.0,,8.0,,4.0,,0.0,,0.0,,0.0,
39-9031.00,Exercise Trainers and Group Fitness Instructors,category_3|category_7|category_1|category_2|category_6,,,0.0,,0.0,,0.0,,14.29,,9.52,,38.1,,0.0,,0.0,,9.52,,19.05,,9.52,,0.0,
39-9032.00,Recreation Workers,category_6|category_2|category_5|category_3|category_1,,,0.0,,0.0,,0.0,,0.65,,25.48,,3.22,,0.45,,8.1,,61.96,,0.0,,0.14,,0.0,
39-9041.00,Residential Advisors,category_4|category_6|category_1|category_11|category_8,,,0.0,,6.34,,0.0,,7.32,,1.45,,0.0,,50.25,,0.0,,31.29,,0.0,,3.35,,0.0,
41-1011.00,First-Line Supervisors of Retail Sales Workers,category_2|category_5|category_1|category_3|category_4,,,0.0,,0.0,,0.0,,14.08,,51.67,,8.92,,6.05,,18.86,,0.42,,0.0,,0.0,,0.0,
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,category_6|category_4|category_2|category_8|category_5,,,0.0,,0.0,,0.0,,0.0,,16.0,,0.0,,16.49,,9.58,,44.97,,0.0,,12.96,,0.0,
41-2011.00,Cashiers,category_2|category_1|category_3|category_4|category_5,,,0.0,,0.0,,0.0,,37.34,,44.32,,9.17,,9.17,,0.0,,0.0,,0.0,,0.0,,0.0,
41-2012.00,Gambling Change Persons and Booth Cashiers,category_2|category_4|category_3|category_1|category_5,,,0.0,,0.0,,0.0,,0.0,,96.45,,1.19,,2.36,,0.0,,0.0,,0.0,,0.0,,0.0,
41-2021.00,Counter and Rental Clerks,category_2|category_6|category_4|category_5|category_1,,,0.0,,0.0,,0.0,,0.78,,55.86,,0.43,,13.21,,9.47,,20.25,,0.0,,0.0,,0.0,
41-2022.00,Parts Salespersons,category_2|category_4|category_6|category_5|category_3,,,0.0,,0.0,,0.0,,0.0,,46.85,,4.98,,25.22,,9.33,,13.61,,0.0,,0.0,,0.0,
41-2031.00,Retail Salespersons,category_2|category_1|category_5|category_6|category_3,,,0.0,,0.0,,0.0,,19.32,,63.45,,2.02,,1.42,,9.79,,4.01,,0.0,,0.0,,0.0,
41-3011.00,Advertising Sales Agents,,,category_2|category_6|category_4|category_5|category_3,,0.0,,0.0,,0.67,,0.0,,39.49,,6.98,,18.48,,13.12,,21.27,,0.0,,0.0,,0.0
41-3021.00,Insurance Sales Agents,category_6|category_5|category_2|category_3|category_4,,,0.0,,0.0,,0.0,,0.0,,14.79,,14.5,,8.05,,15.76,,39.47,,7.43,,0.0,,0.0,
41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",category_6|category_2|category_7|category_4|category_8,,,0.0,,0.0,,0.0,,0.0,,26.83,,1.09,,5.83,,1.1,,55.3,,6.03,,3.8,,0.0,
41-3041.00,Travel Agents,category_5|category_2|category_6|category_3|category_4,,,0.0,,0.0,,0.0,,0.0,,30.8,,11.49,,6.11,,37.25,,14.36,,0.0,,0.0,,0.0,
41-3091.00,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",,,category_6|category_4|category_5|category_2|category_8,,0.0,,0.0,,0.0,,0.0,,2.11,,0.0,,20.01,,4.17,,71.63,,0.0,,2.08,,0.0
41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",category_6|category_4|category_2|category_3|category_7,,,0.0,,0.31,,0.0,,0.0,,14.41,,13.75,,30.47,,0.0,,39.48,,1.59,,0.0,,0.0,
41-4011.07,Solar Sales Representatives and Assessors,category_5|category_6|category_3|category_2|category_7,,,0.0,,0.0,,0.0,,0.0,,9.44,,10.22,,2.42,,44.93,,21.63,,7.0,,4.38,,0.0,
41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",category_2|category_6|category_4|category_5|category_1,,,0.0,,0.0,,0.0,,0.0,,47.98,,0.0,,14.18,,3.96,,33.89,,0.0,,0.0,,0.0,
41-9011.00,Demonstrators and Product Promoters,category_2|category_1|category_8|category_3|category_4,,,0.0,,0.0,,0.0,,34.99,,64.35,,0.0,,0.0,,0.0,,0.0,,0.0,,0.65,,0.0,
41-9012.00,Models,category_2|category_1|category_6|category_4|category_3,,,0.0,,0.0,,0.0,,17.41,,76.3,,0.0,,2.35,,0.0,,3.94,,0.0,,0.0,,0.0,
41-9021.00,Real Estate Brokers,,,category_6|category_1|category_3|category_7|category_2,,0.0,,0.0,,0.0,,21.41,,6.05,,21.18,,6.05,,0.0,,25.6,,19.72,,0.0,,0.0
41-9022.00,Real Estate Sales Agents,,,category_2|category_1|category_3|category_4|category_5,,0.0,,0.0,,0.0,,21.74,,52.17,,13.04,,13.04,,0.0,,0.0,,0.0,,0.0,,0.0
41-9031.00,Sales Engineers,category_6|category_8|category_5|category_4|category_1,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,6.0,,11.51,,57.33,,0.0,,25.17,,0.0,
41-9041.00,Telemarketers,category_2|category_4|category_1|category_5|category_3,,,0.0,,0.0,,0.0,,19.76,,39.46,,0.0,,37.31,,3.47,,0.0,,0.0,,0.0,,0.0,
41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",category_1|category_2|category_3|category_4|category_5,,,0.0,,0.0,,0.0,,56.52,,43.48,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,category_6|category_2|category_4|category_5|category_8,,,0.0,,0.0,,0.0,,0.0,,23.18,,0.62,,20.03,,9.62,,45.22,,0.0,,1.33,,0.0,
43-2011.00,"Switchboard Operators, Including Answering Service",category_2|category_3|category_7|category_4|category_1,,,0.0,,0.0,,0.0,,0.64,,88.55,,5.14,,2.05,,0.58,,0.0,,3.04,,0.0,,0.0,
43-2021.00,Telephone Operators,category_2|category_5|category_4|category_1|category_3,,,0.0,,0.0,,0.0,,0.0,,97.83,,0.0,,0.24,,1.93,,0.0,,0.0,,0.0,,0.0,
43-3011.00,Bill and Account Collectors,category_2|category_4|category_6|category_1|category_3,,,0.0,,0.0,,0.0,,2.3,,48.15,,1.06,,27.37,,0.0,,21.12,,0.0,,0.0,,0.0,
43-3021.00,Billing and Posting Clerks,,,category_6|category_2|category_5|category_4|category_1,,0.0,,0.0,,0.0,,0.0,,24.69,,0.0,,19.93,,22.29,,33.1,,0.0,,0.0,,0.0
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",category_2|category_3|category_6|category_5|category_8,,,0.0,,0.0,,0.0,,6.35,,40.89,,20.79,,4.72,,8.54,,12.19,,0.0,,6.52,,0.0,
43-3041.00,Gambling Cage Workers,category_2|category_4|category_5|category_1|category_3,,,0.0,,0.0,,0.0,,0.0,,84.85,,0.0,,13.71,,1.44,,0.0,,0.0,,0.0,,0.0,
43-3051.00,Payroll and Timekeeping Clerks,category_6|category_4|category_2|category_5|category_1,,,0.0,,0.0,,0.0,,0.0,,20.55,,0.0,,30.35,,17.26,,31.84,,0.0,,0.0,,0.0,
43-3061.00,Procurement Clerks,category_2|category_6|category_4|category_5|category_1,,,0.0,,0.0,,0.0,,0.0,,48.23,,0.0,,16.79,,2.25,,32.73,,0.0,,0.0,,0.0,
43-3071.00,Tellers,category_2|category_4|category_6|category_5|category_3,,,0.0,,0.0,,0.0,,1.67,,72.95,,2.69,,8.97,,5.4,,8.32,,0.0,,0.0,,0.0,
43-4011.00,Brokerage Clerks,category_6|category_2|category_4|category_5|category_1,,,0.0,,0.0,,0.0,,0.0,,29.13,,0.0,,19.95,,12.69,,38.23,,0.0,,0.0,,0.0,
43-4021.00,Correspondence Clerks,category_2|category_5|category_4|category_6|category_1,,,0.0,,0.0,,0.0,,0.0,,42.91,,0.0,,17.41,,28.07,,11.61,,0.0,,0.0,,0.0,
43-4031.00,"Court, Municipal, and License Clerks",,,category_2|category_5|category_4|category_6|category_8,,0.0,,0.0,,0.0,,0.0,,50.42,,0.18,,10.13,,19.55,,9.95,,0.0,,9.77,,0.0
43-4051.00,Customer Service Representatives,category_2|category_4|category_6|category_5|category_1,,,0.0,,0.0,,0.0,,0.0,,54.76,,0.0,,17.36,,13.67,,14.22,,0.0,,0.0,,0.0,
43-4061.00,"Eligibility Interviewers, Government Programs",category_2|category_6|category_5|category_4|category_8,,,0.0,,0.0,,0.0,,0.0,,25.6,,0.0,,19.44,,23.58,,24.22,,0.0,,7.15,,0.0,
43-4071.00,File Clerks,category_5|category_2|category_4|category_6|category_1,,,0.0,,0.0,,0.0,,0.0,,30.14,,0.0,,23.17,,38.41,,8.28,,0.0,,0.0,,0.0,
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",category_2|category_4|category_5|category_6|category_3,,,0.0,,0.0,,0.0,,1.0,,75.03,,2.42,,10.79,,6.17,,4.6,,0.0,,0.0,,0.0,
43-4111.00,"Interviewers, Except Eligibility and Loan",category_2|category_5|category_3|category_4|category_6,,,0.0,,0.0,,0.0,,0.0,,42.42,,17.08,,5.87,,33.47,,0.94,,0.0,,0.23,,0.0,
43-4121.00,"Library Assistants, Clerical",category_2|category_4|category_5|category_3|category_1,,,0.0,,0.0,,0.0,,8.6,,49.83,,10.74,,14.14,,12.12,,4.56,,0.0,,0.0,,0.0,
43-4131.00,Loan Interviewers and Clerks,category_2|category_6|category_3|category_5|category_4,,,0.0,,0.0,,0.0,,0.0,,42.85,,12.12,,0.09,,6.69,,38.26,,0.0,,0.0,,0.0,
43-4141.00,New Accounts Clerks,category_2|category_4|category_3|category_5|category_1,,,0.0,,0.0,,0.0,,0.0,,45.6,,15.45,,28.22,,10.73,,0.0,,0.0,,0.0,,0.0,
43-4151.00,Order Clerks,category_2|category_3|category_6|category_4|category_1,,,0.0,,0.0,,0.0,,0.0,,63.04,,24.17,,0.72,,0.0,,12.07,,0.0,,0.0,,0.0,
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",category_6|category_5|category_2|category_4|category_3,,,0.0,,0.0,,0.0,,0.0,,21.12,,5.71,,11.22,,27.35,,33.81,,0.0,,0.8,,0.0,
43-4171.00,Receptionists and Information Clerks,category_2|category_4|category_3|category_5|category_1,,,0.0,,0.0,,0.0,,0.32,,49.48,,20.86,,25.66,,3.68,,0.0,,0.0,,0.0,,0.0,
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,category_2|category_4|category_1|category_5|category_3,,,0.0,,0.0,,0.0,,9.29,,75.21,,0.59,,12.15,,2.18,,0.59,,0.0,,0.0,,0.0,
43-5011.00,Cargo and Freight Agents,category_6|category_4|category_3|category_5|category_2,,,0.0,,0.0,,0.0,,1.74,,12.2,,18.08,,19.15,,18.08,,30.75,,0.0,,0.0,,0.0,
43-5011.01,Freight Forwarders,category_6|category_2|category_5|category_8|category_4,,,0.0,,0.0,,0.0,,0.0,,25.38,,0.0,,0.39,,16.15,,43.66,,0.0,,14.42,,0.0,
43-5021.00,Couriers and Messengers,,,category_2|category_4|category_1|category_3|category_5,,0.0,,0.0,,0.0,,6.7,,80.28,,0.0,,13.02,,0.0,,0.0,,0.0,,0.0,,0.0
43-5031.00,Public Safety Telecommunicators,category_2|category_4|category_3|category_5|category_6,,,0.0,,0.0,,0.0,,0.0,,63.35,,10.64,,11.0,,10.27,,4.74,,0.0,,0.0,,0.0,
43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",category_2|category_4|category_5|category_3|category_6,,,0.0,,0.0,,0.0,,5.04,,47.36,,7.05,,25.63,,7.9,,7.01,,0.0,,0.0,,0.0,
43-5041.00,"Meter Readers, Utilities",,,category_2|category_3|category_4|category_5|category_8,,0.0,,0.0,,0.0,,0.0,,94.23,,2.17,,1.7,,1.58,,0.0,,0.0,,0.32,,0.0
43-5051.00,Postal Service Clerks,category_2|category_4|category_1|category_3|category_5,,,0.0,,0.0,,0.0,,7.76,,67.56,,6.8,,17.88,,0.0,,0.0,,0.0,,0.0,,0.0,
43-5052.00,Postal Service Mail Carriers,category_2|category_1|category_4|category_3|category_5,,,0.0,,0.0,,0.0,,14.57,,78.21,,0.0,,7.22,,0.0,,0.0,,0.0,,0.0,,0.0,
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",category_2|category_1|category_4|category_3|category_5,,,0.0,,0.0,,0.0,,12.48,,81.39,,0.0,,6.14,,0.0,,0.0,,0.0,,0.0,,0.0,
43-5061.00,"Production, Planning, and Expediting Clerks",category_2|category_4|category_1|category_5|category_3,,,0.0,,0.0,,0.0,,19.48,,36.75,,9.4,,21.17,,13.21,,0.0,,0.0,,0.0,,0.0,
43-5071.00,"Shipping, Receiving, and Inventory Clerks",category_2|category_5|category_6|category_4|category_3,,,0.0,,0.0,,0.0,,0.0,,74.91,,0.52,,1.88,,11.94,,10.76,,0.0,,0.0,,0.0,
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",category_2|category_1|category_4|category_5|category_3,,,0.0,,0.0,,0.0,,21.5,,49.95,,3.56,,19.49,,4.99,,0.51,,0.0,,0.0,,0.0,
43-6011.00,Executive Secretaries and Executive Administrative Assistants,category_5|category_2|category_4|category_6|category_9,,,2.88,,0.0,,0.0,,0.0,,24.2,,1.27,,20.91,,33.77,,11.87,,0.0,,1.72,,3.38,
43-6012.00,Legal Secretaries and Administrative Assistants,category_5|category_2|category_3|category_4|category_6,,,0.0,,0.0,,0.0,,0.0,,17.31,,14.32,,13.23,,48.14,,7.0,,0.0,,0.0,,0.0,
43-6013.00,Medical Secretaries and Administrative Assistants,category_2|category_5|category_3|category_1|category_4,,,0.0,,0.0,,0.0,,5.33,,47.63,,19.88,,1.18,,25.97,,0.0,,0.0,,0.0,,0.0,
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",category_2|category_5|category_6|category_4|category_3,,,0.0,,0.0,,0.0,,0.0,,49.9,,6.51,,10.23,,22.37,,10.98,,0.0,,0.0,,0.0,
43-9021.00,Data Entry Keyers,category_2|category_4|category_5|category_1|category_3,,,0.0,,0.0,,0.0,,0.0,,58.68,,0.0,,30.18,,11.14,,0.0,,0.0,,0.0,,0.0,
43-9022.00,Word Processors and Typists,,,category_2|category_6|category_3|category_5|category_7,,0.0,,0.0,,0.0,,0.0,,65.88,,6.53,,1.89,,4.66,,18.04,,3.0,,0.0,,0.0
43-9031.00,Desktop Publishers,category_2|category_6|category_5|category_3|category_4,,,0.0,,0.0,,0.0,,0.0,,44.3,,4.86,,1.0,,11.14,,38.7,,0.0,,0.0,,0.0,
43-9041.00,Insurance Claims and Policy Processing Clerks,category_2|category_5|category_4|category_3|category_6,,,0.0,,0.0,,0.0,,0.46,,54.85,,7.64,,9.33,,21.13,,6.58,,0.0,,0.0,,0.0,
43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service",category_2|category_1|category_5|category_3|category_4,,,0.0,,0.0,,0.0,,45.39,,48.44,,0.0,,0.0,,6.17,,0.0,,0.0,,0.0,,0.0,
43-9061.00,"Office Clerks, General",category_2|category_5|category_4|category_3|category_1,,,0.0,,0.0,,0.0,,1.5,,40.59,,6.52,,14.74,,36.41,,0.24,,0.0,,0.0,,0.0,
43-9071.00,"Office Machine Operators, Except Computer",category_2|category_6|category_3|category_5|category_1,,,0.0,,0.0,,0.0,,0.0,,67.73,,9.03,,0.0,,5.81,,17.43,,0.0,,0.0,,0.0,
43-9081.00,Proofreaders and Copy Markers,category_6|category_5|category_4|category_2|category_3,,,0.0,,0.0,,0.0,,0.0,,11.21,,6.24,,12.04,,23.2,,47.3,,0.0,,0.0,,0.0,
43-9111.00,Statistical Assistants,,,category_6|category_8|category_2|category_1|category_3,,0.0,,0.0,,0.0,,0.0,,1.88,,0.0,,0.0,,0.0,,88.02,,0.0,,10.1,,0.0
45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",category_6|category_2|category_3|category_1|category_4,,,0.0,,0.0,,0.0,,9.72,,31.52,,13.7,,6.1,,4.06,,32.89,,0.0,,2.01,,0.0,
45-2011.00,Agricultural Inspectors,category_2|category_4|category_5|category_6|category_1,,,1.79,,0.0,,0.0,,7.0,,56.17,,0.0,,12.48,,12.23,,10.33,,0.0,,0.0,,0.0,
45-2021.00,Animal Breeders,category_2|category_3|category_4|category_6|category_7,,,0.0,,0.0,,0.0,,0.0,,85.74,,5.74,,4.46,,0.0,,3.43,,0.63,,0.0,,0.0,
45-2041.00,"Graders and Sorters, Agricultural Products",category_1|category_2|category_5|category_3|category_4,,,0.0,,0.0,,0.0,,63.8,,26.69,,4.65,,0.0,,4.86,,0.0,,0.0,,0.0,,0.0,
45-2091.00,Agricultural Equipment Operators,category_1|category_2|category_3|category_4|category_5,,,0.0,,0.0,,0.0,,56.78,,19.13,,14.41,,9.53,,0.14,,0.0,,0.0,,0.0,,0.0,
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",category_1|category_2|category_6|category_4|category_8,,,2.95,,0.0,,0.0,,38.96,,28.54,,0.32,,5.32,,2.0,,15.33,,1.47,,5.12,,0.0,
45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",category_4|category_2|category_1|category_5|category_3,,,0.0,,0.0,,0.0,,18.0,,24.97,,8.47,,39.39,,8.94,,0.23,,0.0,,0.0,,0.0,
45-3031.00,Fishing and Hunting Workers,category_1|category_2|category_4|category_3|category_6,,,0.0,,0.0,,0.0,,45.0,,30.0,,5.0,,15.0,,0.0,,5.0,,0.0,,0.0,,0.0,
45-4011.00,Forest and Conservation Workers,category_2|category_6|category_8|category_4|category_1,,,0.0,,0.0,,0.0,,3.43,,43.63,,1.87,,6.5,,1.77,,22.55,,0.0,,20.25,,0.0,
45-4021.00,Fallers,,,category_2|category_1|category_3|category_4|category_5,,0.0,,0.0,,0.0,,40.31,,56.88,,2.81,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
45-4022.00,Logging Equipment Operators,category_1|category_2|category_3|category_4|category_5,,,0.0,,0.0,,0.0,,55.42,,43.69,,0.89,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
45-4023.00,Log Graders and Scalers,category_2|category_4|category_1|category_3|category_5,,,0.0,,0.0,,0.0,,11.18,,64.23,,10.99,,11.64,,1.96,,0.0,,0.0,,0.0,,0.0,
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,category_3|category_1|category_2|category_5|category_6,,,0.0,,0.0,,0.0,,21.95,,20.79,,27.04,,7.84,,11.88,,10.49,,0.0,,0.0,,0.0,
47-1011.03,Solar Energy Installation Managers,category_2|category_1|category_4|category_5|category_6,,,0.0,,0.0,,0.0,,18.71,,52.86,,2.74,,10.03,,9.36,,6.29,,0.0,,0.0,,0.0,
47-2011.00,Boilermakers,category_2|category_3|category_4|category_1|category_5,,,0.0,,0.0,,0.0,,0.0,,52.0,,32.08,,15.93,,0.0,,0.0,,0.0,,0.0,,0.0,
47-2021.00,Brickmasons and Blockmasons,category_2|category_1|category_4|category_5|category_3,,,0.0,,0.0,,0.0,,13.48,,70.42,,0.0,,13.38,,2.71,,0.0,,0.0,,0.0,,0.0,
47-2022.00,Stonemasons,category_2|category_1|category_3|category_4|category_5,,,0.0,,0.0,,0.0,,42.08,,57.92,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
47-2031.00,Carpenters,category_2|category_3|category_1|category_4|category_5,,,0.0,,0.0,,0.0,,17.73,,52.4,,21.46,,8.41,,0.0,,0.0,,0.0,,0.0,,0.0,
47-2041.00,Carpet Installers,category_2|category_1|category_4|category_3|category_5,,,0.0,,0.0,,0.0,,22.34,,69.22,,1.26,,7.18,,0.0,,0.0,,0.0,,0.0,,0.0,
47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",category_2|category_1|category_3|category_4|category_5,,,0.0,,0.0,,0.0,,5.71,,89.53,,4.4,,0.35,,0.0,,0.0,,0.0,,0.0,,0.0,
47-2043.00,Floor Sanders and Finishers,category_1|category_2|category_3|category_4|category_5,,,0.0,,0.0,,0.0,,46.62,,34.6,,16.44,,2.34,,0.0,,0.0,,0.0,,0.0,,0.0,
47-2044.00,Tile and Stone Setters,category_2|category_1|category_4|category_3|category_5,,,0.0,,0.0,,0.0,,36.88,,47.98,,4.41,,10.73,,0.0,,0.0,,0.0,,0.0,,0.0,
47-2051.00,Cement Masons and Concrete Finishers,category_1|category_2|category_3|category_5|category_4,,,0.0,,0.0,,0.0,,51.7,,35.02,,12.65,,0.0,,0.62,,0.0,,0.0,,0.0,,0.0,
47-2053.00,Terrazzo Workers and Finishers,category_2|category_1|category_3|category_4|category_5,,,0.0,,0.0,,0.0,,14.2,,69.89,,9.56,,6.36,,0.0,,0.0,,0.0,,0.0,,0.0,
47-2061.00,Construction Laborers,category_2|category_1|category_3|category_5|category_4,,,0.0,,0.0,,0.0,,32.53,,34.9,,27.98,,0.0,,4.59,,0.0,,0.0,,0.0,,0.0,
