ONET_SOC_CODE,Title,education_required_level_ranked,education_importance_ranked,education_required_quantity_ranked,education_category_10_required_level_value,education_category_10_required_quantity_value,education_category_11_required_level_value,education_category_11_required_quantity_value,education_category_12_required_level_value,education_category_12_required_quantity_value,education_category_1_required_level_value,education_category_1_required_quantity_value,education_category_2_required_level_value,education_category_2_required_quantity_value,education_category_3_required_level_value,education_category_3_required_quantity_value,education_category_4_required_level_value,education_category_4_required_quantity_value,education_category_5_required_level_value,education_category_5_required_quantity_value,education_category_6_required_level_value,education_category_6_required_quantity_value,education_category_7_required_level_value,education_category_7_required_quantity_value,education_category_8_required_level_value,education_category_8_required_quantity_value,education_category_9_required_level_value,education_category_9_required_quantity_value
21-1022.00,Healthcare Social Workers,category_8|category_6|category_9|category_10|category_1,,,3.7,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,14.81,,0.0,,70.37,,11.11,
21-1023.00,Mental Health and Substance Abuse Social Workers,category_8|category_6|category_9|category_1|category_2,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,18.78,,0.0,,77.18,,4.04,
21-1091.00,Health Education Specialists,category_5|category_6|category_8|category_2|category_11,,,0.0,,0.86,,0.0,,0.0,,2.6,,0.0,,0.0,,62.17,,30.93,,0.0,,3.44,,0.0,
21-1092.00,Probation Officers and Correctional Treatment Specialists,category_6|category_5|category_8|category_3|category_4,,,0.0,,0.0,,0.0,,0.0,,0.85,,1.67,,1.67,,5.34,,88.03,,0.0,,2.44,,0.0,
21-1093.00,Social and Human Service Assistants,category_6|category_5|category_4|category_2|category_8,,,0.0,,3.77,,0.0,,0.0,,10.41,,0.0,,16.21,,17.99,,39.39,,1.07,,7.39,,3.77,
21-1094.00,Community Health Workers,,,category_6|category_5|category_7|category_8|category_1,,0.0,,0.0,,0.0,,0.31,,0.0,,0.0,,0.0,,17.78,,55.96,,12.98,,12.98,,0.0
21-2011.00,Clergy,category_8|category_6|category_4|category_2|category_11,,,1.34,,5.14,,0.0,,0.0,,12.16,,0.0,,15.21,,0.0,,18.32,,0.0,,47.82,,0.0,
21-2021.00,"Directors, Religious Activities and Education",category_6|category_3|category_5|category_8|category_2,,,0.0,,0.0,,0.0,,0.0,,0.91,,21.13,,0.28,,14.36,,53.58,,0.55,,9.2,,0.0,
23-1011.00,Lawyers,category_11|category_10|category_1|category_2|category_3,,,22.81,,77.19,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
23-1012.00,Judicial Law Clerks,category_11|category_12|category_10|category_2|category_3,,,16.52,,51.87,,20.21,,0.0,,7.16,,2.18,,0.0,,0.0,,0.0,,0.0,,2.05,,0.0,
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",category_11|category_6|category_10|category_4|category_5,,,13.76,,37.34,,5.08,,0.0,,0.0,,0.0,,11.22,,11.22,,19.95,,0.0,,1.43,,0.0,
23-1022.00,"Arbitrators, Mediators, and Conciliators",category_10|category_6|category_7|category_8|category_9,,,36.84,,5.26,,0.0,,5.26,,0.0,,0.0,,0.0,,5.26,,15.79,,10.53,,10.53,,10.53,
23-1023.00,"Judges, Magistrate Judges, and Magistrates",category_11|category_10|category_12|category_3|category_4,,,23.29,,66.47,,9.77,,0.0,,0.0,,0.16,,0.16,,0.16,,0.0,,0.0,,0.0,,0.0,
23-2011.00,Paralegals and Legal Assistants,category_6|category_5|category_2|category_11|category_7,,,0.0,,10.03,,0.0,,0.0,,18.62,,2.43,,2.34,,20.08,,36.94,,9.56,,0.0,,0.0,
23-2093.00,"Title Examiners, Abstractors, and Searchers",category_2|category_6|category_4|category_3|category_10,,,3.98,,0.0,,0.0,,3.53,,54.52,,10.21,,13.42,,0.75,,13.58,,0.0,,0.0,,0.0,
25-1011.00,"Business Teachers, Postsecondary",category_11|category_8|category_6|category_7|category_10,,,0.52,,72.77,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,5.39,,0.6,,20.39,,0.34,
25-1021.00,"Computer Science Teachers, Postsecondary",category_8|category_11|category_6|category_1|category_2,,,0.0,,41.65,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,11.0,,0.0,,47.35,,0.0,
25-1022.00,"Mathematical Science Teachers, Postsecondary",category_8|category_11|category_12|category_6|category_7,,,0.0,,36.75,,10.37,,0.0,,0.0,,0.0,,0.0,,0.0,,9.32,,0.56,,43.0,,0.0,
25-1031.00,"Architecture Teachers, Postsecondary",category_11|category_10|category_6|category_8|category_5,,,20.29,,44.63,,0.0,,0.0,,0.0,,0.0,,0.0,,9.32,,14.38,,1.17,,10.2,,0.0,
25-1032.00,"Engineering Teachers, Postsecondary",category_11|category_9|category_12|category_8|category_6,,,0.0,,58.61,,17.34,,0.0,,0.0,,0.0,,0.0,,0.0,,0.82,,0.82,,5.09,,17.34,
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",category_11|category_12|category_8|category_6|category_5,,,0.0,,55.31,,27.0,,0.0,,0.0,,0.0,,0.0,,1.4,,1.41,,0.0,,14.04,,0.84,
25-1042.00,"Biological Science Teachers, Postsecondary",category_11|category_12|category_8|category_5|category_6,,,0.0,,48.44,,38.37,,0.0,,0.0,,0.0,,0.0,,1.27,,0.2,,0.0,,11.73,,0.0,
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",category_11|category_12|category_8|category_1|category_2,,,0.0,,62.72,,22.15,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,15.13,,0.0,
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",category_8|category_11|category_12|category_7|category_9,,,0.0,,28.9,,16.25,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,5.07,,46.48,,3.3,
25-1052.00,"Chemistry Teachers, Postsecondary",category_8|category_12|category_11|category_7|category_6,,,0.0,,25.19,,31.37,,0.0,,0.0,,0.0,,0.3,,0.0,,2.1,,5.77,,35.27,,0.0,
25-1053.00,"Environmental Science Teachers, Postsecondary",category_11|category_12|category_8|category_9|category_1,,,0.0,,52.49,,29.67,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,17.5,,0.34,
25-1054.00,"Physics Teachers, Postsecondary",category_11|category_8|category_12|category_9|category_1,,,0.0,,53.82,,20.74,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,25.03,,0.41,
25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",category_11|category_8|category_6|category_9|category_10,,,4.55,,68.18,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4.55,,0.0,,18.18,,4.55,
25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",category_11|category_8|category_12|category_9|category_10,,,1.12,,60.52,,3.97,,0.0,,0.17,,0.0,,0.0,,0.0,,0.0,,0.0,,30.98,,3.24,
25-1063.00,"Economics Teachers, Postsecondary",category_11|category_9|category_8|category_6|category_1,,,0.0,,80.8,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,2.15,,0.0,,7.37,,9.68,
25-1064.00,"Geography Teachers, Postsecondary",category_11|category_9|category_8|category_12|category_1,,,0.0,,80.29,,0.45,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,9.51,,9.75,
25-1065.00,"Political Science Teachers, Postsecondary",category_11|category_8|category_1|category_2|category_3,,,0.0,,96.54,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.46,,0.0,
25-1066.00,"Psychology Teachers, Postsecondary",category_11|category_12|category_8|category_1|category_2,,,0.0,,54.58,,30.67,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,14.76,,0.0,
25-1067.00,"Sociology Teachers, Postsecondary",category_11|category_8|category_9|category_1|category_2,,,0.0,,76.68,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,22.84,,0.48,
25-1071.00,"Health Specialties Teachers, Postsecondary",category_8|category_11|category_12|category_6|category_5,,,0.0,,24.91,,19.14,,0.0,,0.0,,2.9,,0.0,,4.63,,12.49,,0.0,,35.94,,0.0,
25-1072.00,"Nursing Instructors and Teachers, Postsecondary",category_8|category_11|category_12|category_6|category_9,,,0.0,,36.11,,6.73,,0.0,,0.0,,0.0,,0.0,,0.0,,5.05,,0.0,,50.08,,2.03,
25-1081.00,"Education Teachers, Postsecondary",category_11|category_8|category_6|category_9|category_12,,,0.0,,89.76,,0.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.63,,0.0,,9.41,,0.1,
25-1082.00,"Library Science Teachers, Postsecondary",category_11|category_8|category_12|category_5|category_6,,,0.0,,65.24,,8.32,,0.0,,0.0,,0.0,,0.0,,0.93,,0.93,,0.0,,24.57,,0.0,
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",category_8|category_11|category_3|category_9|category_5,,,1.62,,25.6,,0.0,,0.0,,1.62,,10.9,,0.0,,8.41,,4.34,,0.0,,38.89,,8.61,
25-1112.00,"Law Teachers, Postsecondary",category_10|category_11|category_8|category_9|category_5,,,46.18,,35.26,,0.0,,0.0,,0.0,,0.0,,0.0,,1.07,,0.0,,0.0,,15.44,,2.06,
25-1113.00,"Social Work Teachers, Postsecondary",category_11|category_8|category_10|category_12|category_1,,,6.03,,60.7,,4.53,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,28.73,,0.0,
25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",category_8|category_11|category_6|category_9|category_5,,,0.0,,31.67,,0.0,,0.0,,0.0,,0.0,,0.0,,1.44,,13.89,,0.7,,50.68,,1.61,
25-1122.00,"Communications Teachers, Postsecondary",category_8|category_11|category_12|category_9|category_1,,,0.0,,17.38,,10.79,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,70.85,,0.97,
25-1123.00,"English Language and Literature Teachers, Postsecondary",category_11|category_8|category_1|category_9|category_12,,,0.0,,58.38,,0.32,,9.61,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,30.42,,1.26,
25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",category_11|category_8|category_6|category_1|category_2,,,0.0,,73.42,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,8.74,,0.0,,17.84,,0.0,
25-1125.00,"History Teachers, Postsecondary",category_11|category_8|category_1|category_2|category_3,,,0.0,,69.64,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,30.36,,0.0,
25-1126.00,"Philosophy and Religion Teachers, Postsecondary",category_11|category_8|category_12|category_9|category_1,,,0.0,,73.83,,12.49,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,13.07,,0.6,
25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",category_11|category_8|category_7|category_6|category_3,,,0.32,,48.02,,0.8,,0.0,,0.0,,1.9,,0.96,,0.0,,3.66,,7.89,,36.45,,0.0,
25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",category_11|category_8|category_6|category_1|category_2,,,0.0,,74.16,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,5.04,,0.0,,20.8,,0.0,
25-1194.00,"Career/Technical Education Teachers, Postsecondary",category_5|category_6|category_3|category_8|category_4,,,0.0,,4.67,,0.0,,0.0,,2.17,,16.22,,6.87,,42.29,,20.21,,0.0,,7.58,,0.0,
25-2011.00,"Preschool Teachers, Except Special Education",category_2|category_6|category_4|category_8|category_5,,,0.0,,0.0,,0.0,,0.0,,28.75,,10.34,,12.17,,11.55,,17.23,,7.91,,12.04,,0.0,
25-2012.00,"Kindergarten Teachers, Except Special Education",category_6|category_8|category_7|category_1|category_2,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,75.66,,10.54,,13.8,,0.0,
25-2021.00,"Elementary School Teachers, Except Special Education",category_6|category_8|category_1|category_2|category_3,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,78.17,,0.0,,21.83,,0.0,
25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",category_6|category_7|category_1|category_8|category_2,,,0.0,,0.0,,0.0,,9.58,,0.0,,0.0,,0.0,,0.0,,66.94,,21.3,,2.18,,0.0,
25-2023.00,"Career/Technical Education Teachers, Middle School",,,category_6|category_2|category_7|category_8|category_5,,0.0,,0.0,,0.0,,0.0,,6.45,,0.0,,0.0,,2.23,,85.76,,2.9,,2.66,,0.0
25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",category_6|category_7|category_9|category_5|category_8,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.99,,76.97,,7.76,,3.53,,7.76,
25-2032.00,"Career/Technical Education Teachers, Secondary School",category_6|category_8|category_5|category_3|category_2,,,0.31,,0.0,,0.0,,0.0,,7.41,,8.11,,4.1,,13.09,,40.12,,4.3,,22.57,,0.0,
25-2051.00,"Special Education Teachers, Preschool",,,category_6|category_5|category_4|category_8|category_7,,0.0,,0.0,,0.0,,0.0,,1.89,,0.0,,15.1,,18.3,,44.19,,5.5,,11.82,,3.2
25-2055.00,"Special Education Teachers, Kindergarten",,,category_6|category_7|category_5|category_8|category_1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,11.46,,56.08,,23.18,,9.28,,0.0
25-2056.00,"Special Education Teachers, Elementary School",category_6|category_8|category_2|category_5|category_7,,,0.0,,0.0,,0.0,,0.0,,10.31,,0.0,,0.0,,0.31,,51.39,,0.19,,37.67,,0.14,
25-2057.00,"Special Education Teachers, Middle School",category_6|category_8|category_7|category_10|category_4,,,0.43,,0.0,,0.0,,0.0,,0.0,,0.0,,0.34,,0.0,,82.52,,1.26,,15.45,,0.0,
25-2058.00,"Special Education Teachers, Secondary School",category_6|category_8|category_7|category_5|category_9,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.24,,42.35,,15.0,,42.17,,0.24,
25-2059.01,Adapted Physical Education Specialists,,,category_6|category_8|category_7|category_11|category_1,,0.0,,4.55,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,45.45,,22.73,,27.27,,0.0
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",category_6|category_8|category_2|category_5|category_7,,,0.0,,0.0,,0.0,,0.0,,11.38,,0.0,,3.28,,11.38,,40.84,,11.38,,19.76,,1.99,
25-3021.00,Self-Enrichment Teachers,category_8|category_3|category_6|category_2|category_5,,,0.0,,0.0,,0.76,,0.0,,13.51,,18.48,,0.26,,13.51,,18.09,,0.69,,34.69,,0.0,
25-3031.00,"Substitute Teachers, Short-Term",category_6|category_5|category_4|category_2|category_8,,,0.0,,0.0,,0.0,,0.0,,10.05,,0.14,,10.42,,34.6,,39.66,,0.49,,4.63,,0.0,
25-3041.00,Tutors,category_6|category_4|category_2|category_5|category_8,,,0.0,,0.0,,0.0,,0.0,,9.09,,0.0,,36.36,,9.09,,40.91,,0.0,,4.55,,0.0,
25-4011.00,Archivists,category_8|category_6|category_9|category_7|category_1,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,6.45,,3.23,,83.87,,6.45,
25-4012.00,Curators,category_8|category_11|category_7|category_6|category_4,,,0.0,,34.75,,2.12,,0.0,,0.0,,0.0,,3.37,,1.48,,6.13,,8.09,,44.05,,0.0,
25-4013.00,Museum Technicians and Conservators,,,category_8|category_6|category_7|category_9|category_1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,11.54,,7.69,,73.08,,7.69
25-4022.00,Librarians and Media Collections Specialists,,,category_8|category_6|category_1|category_2|category_3,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.7,,0.0,,96.3,,0.0
25-4031.00,Library Technicians,category_6|category_5|category_3|category_2|category_4,,,0.0,,0.0,,0.0,,0.0,,15.02,,17.05,,8.85,,27.66,,29.62,,0.0,,1.81,,0.0,
25-9021.00,Farm and Home Management Educators,category_8|category_6|category_1|category_3|category_7,,,0.0,,3.7,,0.0,,3.7,,0.0,,3.7,,0.0,,0.0,,14.81,,3.7,,70.37,,0.0,
25-9031.00,Instructional Coordinators,category_8|category_6|category_9|category_10|category_7,,,4.21,,0.14,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,24.83,,0.14,,59.84,,10.85,
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",category_2|category_3|category_4|category_6|category_8,,,0.0,,0.0,,0.0,,1.24,,27.1,,19.89,,17.12,,3.24,,16.28,,0.0,,15.14,,0.0,
25-9043.00,"Teaching Assistants, Special Education",category_6|category_2|category_4|category_5|category_8,,,0.0,,0.0,,0.0,,0.0,,24.61,,0.0,,18.2,,14.48,,39.16,,0.0,,3.55,,0.0,
25-9044.00,"Teaching Assistants, Postsecondary",category_6|category_8|category_11|category_4|category_9,,,0.0,,3.73,,0.0,,0.0,,0.0,,0.0,,1.48,,0.0,,57.32,,0.0,,37.26,,0.2,
27-1011.00,Art Directors,category_6|category_2|category_8|category_4|category_5,,,0.0,,0.0,,0.0,,0.0,,9.69,,0.0,,5.7,,5.37,,68.02,,3.52,,7.69,,0.0,
27-1012.00,Craft Artists,category_2|category_3|category_1|category_4|category_6,,,0.0,,0.0,,0.0,,17.39,,26.09,,26.09,,17.39,,0.0,,8.7,,4.35,,0.0,,0.0,
27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",category_4|category_6|category_2|category_3|category_10,,,0.26,,0.0,,0.0,,0.0,,27.33,,0.26,,37.03,,0.0,,35.12,,0.0,,0.0,,0.0,
27-1014.00,Special Effects Artists and Animators,category_6|category_4|category_2|category_5|category_8,,,0.0,,0.0,,0.0,,0.13,,5.4,,0.0,,39.68,,1.7,,52.75,,0.0,,0.34,,0.0,
27-1021.00,Commercial and Industrial Designers,category_6|category_4|category_5|category_2|category_3,,,0.0,,0.0,,0.0,,0.0,,4.3,,0.29,,15.23,,12.26,,67.92,,0.0,,0.0,,0.0,
27-1022.00,Fashion Designers,category_6|category_5|category_2|category_4|category_1,,,0.0,,0.0,,0.0,,0.63,,3.62,,0.0,,1.07,,44.02,,50.67,,0.0,,0.0,,0.0,
27-1023.00,Floral Designers,,,category_2|category_1|category_3|category_4|category_5,,0.0,,0.0,,0.0,,23.81,,71.43,,4.76,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0
27-1024.00,Graphic Designers,category_6|category_2|category_8|category_4|category_5,,,0.0,,0.0,,0.0,,0.0,,15.0,,0.0,,5.0,,5.0,,65.0,,0.0,,10.0,,0.0,
27-1025.00,Interior Designers,category_6|category_4|category_5|category_8|category_10,,,4.0,,0.0,,0.0,,0.0,,0.0,,0.0,,4.0,,4.0,,84.0,,0.0,,4.0,,0.0,
27-1026.00,Merchandise Displayers and Window Trimmers,category_2|category_4|category_6|category_5|category_3,,,0.0,,0.0,,0.0,,0.0,,39.46,,8.7,,19.52,,14.68,,17.64,,0.0,,0.0,,0.0,
27-1027.00,Set and Exhibit Designers,category_6|category_8|category_4|category_9|category_5,,,4.76,,4.76,,0.0,,0.0,,0.0,,0.0,,9.52,,4.76,,33.33,,0.0,,33.33,,9.52,
27-2011.00,Actors,,,category_1|category_2|category_4|category_5|category_3,,0.0,,0.0,,0.0,,65.71,,20.0,,2.86,,5.71,,5.71,,0.0,,0.0,,0.0,,0.0
27-2012.00,Producers and Directors,category_6|category_2|category_5|category_3|category_4,,,0.0,,0.0,,0.0,,0.0,,15.22,,10.58,,4.61,,12.89,,56.67,,0.0,,0.04,,0.0,
27-2012.03,Media Programming Directors,category_6|category_2|category_4|category_5|category_1,,,0.0,,0.0,,0.0,,0.0,,31.19,,0.0,,14.99,,1.82,,52.0,,0.0,,0.0,,0.0,
27-2012.04,Talent Directors,category_6|category_5|category_8|category_4|category_7,,,7.49,,0.0,,0.0,,0.0,,1.34,,0.4,,10.24,,18.77,,42.31,,8.55,,10.89,,0.0,
27-2012.05,Media Technical Directors/Managers,category_6|category_2|category_3|category_5|category_4,,,0.0,,0.0,,0.0,,0.0,,4.17,,1.49,,0.42,,1.43,,92.07,,0.0,,0.42,,0.0,
27-2021.00,Athletes and Sports Competitors,category_1|category_6|category_2|category_5|category_3,,,0.0,,0.0,,0.0,,34.8,,23.33,,5.46,,3.25,,8.7,,24.46,,0.0,,0.0,,0.0,
27-2022.00,Coaches and Scouts,category_6|category_8|category_5|category_2|category_1,,,0.0,,1.81,,0.0,,3.65,,8.86,,0.0,,0.0,,17.41,,48.89,,0.0,,19.37,,0.0,
27-2023.00,"Umpires, Referees, and Other Sports Officials",category_2|category_1|category_6|category_3|category_5,,,0.0,,4.76,,0.0,,23.81,,42.86,,9.52,,0.0,,4.76,,14.29,,0.0,,0.0,,0.0,
27-2031.00,Dancers,category_2|category_1|category_3|category_4|category_5,,,0.0,,0.0,,0.0,,34.17,,45.06,,13.54,,7.24,,0.0,,0.0,,0.0,,0.0,,0.0,
27-2032.00,Choreographers,category_2|category_3|category_6|category_1|category_5,,,0.0,,0.0,,0.0,,9.52,,33.33,,19.05,,4.76,,9.52,,19.05,,0.0,,4.76,,0.0,
27-2041.00,Music Directors and Composers,category_8|category_6|category_11|category_5|category_4,,,0.0,,20.62,,0.0,,5.11,,3.8,,0.0,,6.2,,7.89,,24.02,,2.21,,28.21,,1.93,
27-2042.00,Musicians and Singers,,,category_6|category_1|category_7|category_2|category_8,,0.0,,0.0,,0.0,,28.18,,9.92,,0.0,,0.0,,0.0,,37.08,,14.9,,9.92,,0.0
27-2091.00,"Disc Jockeys, Except Radio",,,category_2|category_1|category_4|category_5|category_6,,0.0,,0.0,,0.0,,36.0,,52.0,,0.0,,4.0,,4.0,,4.0,,0.0,,0.0,,0.0
27-3011.00,Broadcast Announcers and Radio Disc Jockeys,category_6|category_4|category_2|category_8|category_5,,,0.0,,0.0,,0.0,,0.0,,26.83,,0.0,,30.3,,2.5,,35.18,,0.0,,5.19,,0.0,
27-3023.00,"News Analysts, Reporters, and Journalists",,,category_6|category_2|category_5|category_1|category_3,,0.0,,0.0,,0.0,,0.0,,15.43,,0.0,,0.0,,1.0,,83.57,,0.0,,0.0,,0.0
27-3031.00,Public Relations Specialists,category_6|category_8|category_1|category_2|category_3,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,90.91,,0.0,,9.09,,0.0,
27-3041.00,Editors,,,category_6|category_4|category_5|category_2|category_1,,0.0,,0.0,,0.0,,0.0,,3.62,,0.0,,15.77,,11.85,,68.76,,0.0,,0.0,,0.0
27-3042.00,Technical Writers,category_5|category_6|category_4|category_3|category_8,,,0.0,,0.99,,0.0,,0.0,,0.0,,6.9,,15.89,,35.25,,33.02,,2.5,,5.46,,0.0,
27-3043.00,Writers and Authors,,,category_6|category_1|category_2|category_5|category_8,,0.0,,5.26,,0.0,,5.26,,5.26,,0.0,,0.0,,5.26,,73.68,,0.0,,5.26,,0.0
27-3043.05,"Poets, Lyricists and Creative Writers",category_6|category_4|category_1|category_2|category_8,,,9.09,,0.0,,0.0,,13.64,,9.09,,0.0,,27.27,,0.0,,31.82,,0.0,,9.09,,0.0,
27-3091.00,Interpreters and Translators,category_6|category_8|category_2|category_5|category_9,,,0.0,,0.0,,0.0,,0.0,,8.02,,1.27,,0.0,,4.42,,54.72,,0.0,,27.88,,3.69,
27-3092.00,Court Reporters and Simultaneous Captioners,,,category_5|category_3|category_4|category_1|category_2,,0.0,,0.0,,0.0,,0.0,,0.0,,43.48,,8.7,,47.83,,0.0,,0.0,,0.0,,0.0
27-4011.00,Audio and Video Technicians,category_6|category_2|category_3|category_5|category_4,,,0.0,,0.0,,0.0,,0.0,,25.07,,19.87,,1.19,,11.19,,42.67,,0.0,,0.0,,0.0,
27-4012.00,Broadcast Technicians,,,category_6|category_5|category_2|category_1|category_3,,0.0,,0.0,,0.0,,0.0,,14.71,,0.0,,0.0,,20.54,,64.75,,0.0,,0.0,,0.0
27-4014.00,Sound Engineering Technicians,category_2|category_3|category_6|category_5|category_4,,,4.0,,0.0,,0.0,,0.0,,32.0,,20.0,,8.0,,12.0,,20.0,,0.0,,0.0,,4.0,
27-4021.00,Photographers,category_4|category_2|category_3|category_5|category_6,,,0.0,,0.0,,0.0,,9.09,,18.18,,13.64,,27.27,,13.64,,13.64,,4.55,,0.0,,0.0,
27-4031.00,"Camera Operators, Television, Video, and Film",category_5|category_2|category_4|category_6|category_1,,,0.0,,0.0,,0.0,,0.0,,17.82,,0.0,,14.58,,60.7,,6.9,,0.0,,0.0,,0.0,
27-4032.00,Film and Video Editors,category_6|category_5|category_2|category_4|category_8,,,0.0,,0.0,,0.0,,0.0,,16.28,,0.0,,1.18,,16.85,,65.1,,0.0,,0.59,,0.0,
29-1011.00,Chiropractors,category_11|category_10|category_3|category_2|category_1,,,7.53,,82.14,,0.0,,0.0,,3.58,,6.75,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
29-1021.00,"Dentists, General",category_11|category_12|category_1|category_2|category_3,,,0.0,,61.86,,38.14,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
29-1022.00,Oral and Maxillofacial Surgeons,category_12|category_11|category_10|category_1|category_2,,,7.96,,19.84,,72.2,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
29-1023.00,Orthodontists,category_12|category_11|category_3|category_10|category_6,,,7.08,,12.09,,68.94,,0.0,,1.51,,7.73,,0.0,,0.0,,2.66,,0.0,,0.0,,0.0,
29-1024.00,Prosthodontists,category_12|category_11|category_3|category_1|category_2,,,0.0,,36.06,,61.03,,0.0,,0.0,,2.91,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
29-1031.00,Dietitians and Nutritionists,category_7|category_8|category_6|category_5|category_1,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3.33,,10.0,,53.33,,33.33,,0.0,
29-1041.00,Optometrists,category_11|category_10|category_1|category_2|category_3,,,4.76,,95.24,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
29-1051.00,Pharmacists,category_11|category_6|category_12|category_10|category_2,,,3.36,,78.36,,5.06,,0.0,,1.75,,0.0,,0.0,,0.0,,11.47,,0.0,,0.0,,0.0,
29-1071.00,Physician Assistants,category_8|category_10|category_6|category_1|category_2,,,13.51,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,5.41,,0.0,,81.08,,0.0,
29-1071.01,Anesthesiologist Assistants,,,category_8|category_9|category_1|category_2|category_3,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,96.3,,3.7
29-1081.00,Podiatrists,category_11|category_12|category_10|category_2|category_1,,,14.09,,52.89,,32.36,,0.0,,0.66,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
29-1122.00,Occupational Therapists,category_8|category_6|category_1|category_2|category_3,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,13.64,,0.0,,86.36,,0.0,
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",category_8|category_7|category_6|category_9|category_1,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,17.39,,21.74,,56.52,,4.35,
29-1123.00,Physical Therapists,category_11|category_8|category_6|category_5|category_1,,,0.0,,47.13,,0.0,,0.0,,0.0,,0.0,,0.0,,6.26,,8.31,,0.0,,38.3,,0.0,
29-1124.00,Radiation Therapists,category_5|category_6|category_3|category_4|category_1,,,0.0,,0.0,,0.0,,0.0,,0.0,,8.87,,3.45,,50.14,,37.54,,0.0,,0.0,,0.0,
